holiday,temp,rain_1h,snow_1h,clouds_all,date_time,traffic_volume,tag,monat,wochentag,stunde
None,297.58,0,0,1,2017-09-22 02:00:00,311,696,9,5,2
None,297.22,0,0,1,2017-09-22 03:00:00,370,696,9,5,3
None,296.94,0,0,1,2017-09-22 04:00:00,865,696,9,5,4
None,296.58,0,0,1,2017-09-22 05:00:00,2924,696,9,5,5
None,296.51,0,0,1,2017-09-22 06:00:00,5747,696,9,5,6
None,296.43,0,0,75,2017-09-22 07:00:00,6778,696,9,5,7
None,296.29,0,0,90,2017-09-22 08:00:00,5971,696,9,5,8
None,296.46,0,0,90,2017-09-22 09:00:00,4910,696,9,5,9
None,297.43,0,0,75,2017-09-22 10:00:00,4703,696,9,5,10
None,299.21,0,0,75,2017-09-22 11:00:00,4979,696,9,5,11
None,301.14,0,0,20,2017-09-22 12:00:00,5319,696,9,5,12
None,302.61,0,0,40,2017-09-22 13:00:00,5268,696,9,5,13
None,304.15,0,0,1,2017-09-22 14:00:00,5481,696,9,5,14
None,305.51,0,0,1,2017-09-22 15:00:00,5829,696,9,5,15
None,306.28,0,0,40,2017-09-22 16:00:00,6103,696,9,5,16
None,306.58,0,0,1,2017-09-22 17:00:00,5502,696,9,5,17
None,306.09,0,0,1,2017-09-22 18:00:00,4844,696,9,5,18
None,304.82,0,0,40,2017-09-22 19:00:00,4199,696,9,5,19
None,303.29,0,0,40,2017-09-22 20:00:00,3471,696,9,5,20
None,302.22,0,0,1,2017-09-22 21:00:00,3144,696,9,5,21
None,301.44,0,0,40,2017-09-22 22:00:00,3054,696,9,5,22
None,300.96,0,0,1,2017-09-22 23:00:00,2200,696,9,5,23
None,300.49,0,0,1,2017-09-23 00:00:00,1330,697,9,6,0
None,299.86,0,0,1,2017-09-23 01:00:00,949,697,9,6,1
None,299.28,0,0,1,2017-09-23 02:00:00,581,697,9,6,2
None,298.65,0,0,1,2017-09-23 03:00:00,440,697,9,6,3
None,298.08,0,0,1,2017-09-23 04:00:00,455,697,9,6,4
None,297.82,0,0,1,2017-09-23 05:00:00,858,697,9,6,5
None,296.88,0,0,1,2017-09-23 06:00:00,1430,697,9,6,6
None,295.86,0,0,40,2017-09-23 07:00:00,2302,697,9,6,7
None,295.65,0,0,75,2017-09-23 08:00:00,3427,697,9,6,8
None,296.43,0,0,75,2017-09-23 09:00:00,3902,697,9,6,9
None,298.08,0,0,75,2017-09-23 10:00:00,4394,697,9,6,10
None,299.46,0,0,40,2017-09-23 11:00:00,5116,697,9,6,11
None,300.56,0,0,1,2017-09-23 12:00:00,5009,697,9,6,12
None,301.46,0,0,75,2017-09-23 13:00:00,4816,697,9,6,13
None,302.07,0,0,20,2017-09-23 14:00:00,4791,697,9,6,14
None,302.9,0,0,40,2017-09-23 15:00:00,4473,697,9,6,15
None,303.79,0,0,1,2017-09-23 16:00:00,4796,697,9,6,16
None,303.24,0,0,75,2017-09-23 17:00:00,5159,697,9,6,17
None,302.15,0,0,1,2017-09-23 18:00:00,4529,697,9,6,18
None,300.74,0,0,75,2017-09-23 19:00:00,4416,697,9,6,19
None,299.16,0,0,75,2017-09-23 20:00:00,4016,697,9,6,20
None,298.31,0,0,90,2017-09-23 21:00:00,3196,697,9,6,21
None,298.61,0,0,1,2017-09-23 22:00:00,3192,697,9,6,22
None,296.92,0,0,40,2017-09-23 23:00:00,2258,697,9,6,23
None,295.74,0,0,1,2017-09-24 00:00:00,1361,698,9,0,0
None,294.99,0,0,1,2017-09-24 01:00:00,873,698,9,0,1
None,294.65,0,0,1,2017-09-24 02:00:00,649,698,9,0,2
None,293.91,0,0,1,2017-09-24 03:00:00,412,698,9,0,3
None,294.07,0,0,1,2017-09-24 04:00:00,362,698,9,0,4
None,294.57,0,0,1,2017-09-24 05:00:00,501,698,9,0,5
None,294.4,0,0,1,2017-09-24 06:00:00,999,698,9,0,6
None,293.31,0,0,20,2017-09-24 07:00:00,1457,698,9,0,7
None,293.38,0,0,40,2017-09-24 08:00:00,2302,698,9,0,8
None,294.73,0,0,1,2017-09-24 09:00:00,3460,698,9,0,9
None,296.32,0,0,40,2017-09-24 10:00:00,4689,698,9,0,10
None,298.68,0,0,75,2017-09-24 11:00:00,4745,698,9,0,11
None,301.91,0,0,75,2017-09-24 12:00:00,4386,698,9,0,12
None,303.07,0,0,40,2017-09-24 13:00:00,4329,698,9,0,13
None,304.07,0,0,40,2017-09-24 14:00:00,4320,698,9,0,14
None,304.15,0,0,75,2017-09-24 15:00:00,4477,698,9,0,15
None,304.23,0,0,75,2017-09-24 16:00:00,4397,698,9,0,16
None,304.15,0,0,75,2017-09-24 17:00:00,4287,698,9,0,17
None,303.61,0,0,1,2017-09-24 18:00:00,3963,698,9,0,18
None,302.34,0,0,75,2017-09-24 19:00:00,3910,698,9,0,19
None,298.3,0,0,90,2017-09-24 20:00:00,3182,698,9,0,20
None,296.21,0,0,40,2017-09-24 21:00:00,2253,698,9,0,21
None,295.61,0,0,90,2017-09-24 22:00:00,1717,698,9,0,22
None,294.86,0,0,75,2017-09-24 23:00:00,2973,698,9,0,23
None,294.46,0,0,90,2017-09-25 00:00:00,935,699,9,1,0
None,293.21,0,0,75,2017-09-25 01:00:00,396,699,9,1,1
None,292.79,0,0,40,2017-09-25 02:00:00,328,699,9,1,2
None,291.61,0,0,90,2017-09-25 03:00:00,360,699,9,1,3
None,290.75,0,0,90,2017-09-25 04:00:00,861,699,9,1,4
None,290.08,0,0,90,2017-09-25 05:00:00,2880,699,9,1,5
None,289.48,0,0,90,2017-09-25 06:00:00,5527,699,9,1,6
None,288.75,0,0,90,2017-09-25 07:00:00,6386,699,9,1,7
None,288.35,0,0,90,2017-09-25 08:00:00,6299,699,9,1,8
None,288.01,0,0,90,2017-09-25 09:00:00,5085,699,9,1,9
None,287.94,0,0,90,2017-09-25 10:00:00,4359,699,9,1,10
None,288.3,0,0,90,2017-09-25 11:00:00,4596,699,9,1,11
None,289.15,0,0,90,2017-09-25 12:00:00,4804,699,9,1,12
None,289.22,0,0,90,2017-09-25 13:00:00,4802,699,9,1,13
None,289.87,0,0,90,2017-09-25 14:00:00,5071,699,9,1,14
None,289.81,0,0,90,2017-09-25 15:00:00,5764,699,9,1,15
None,289.57,0,0,90,2017-09-25 16:00:00,6457,699,9,1,16
None,288.98,0,0,90,2017-09-25 17:00:00,6190,699,9,1,17
None,288.9,0,0,90,2017-09-25 18:00:00,4504,699,9,1,18
None,288.48,0,0,90,2017-09-25 19:00:00,3004,699,9,1,19
None,288.38,0,0,90,2017-09-25 20:00:00,2498,699,9,1,20
None,288.15,0,0,90,2017-09-25 21:00:00,2029,699,9,1,21
None,288,0,0,90,2017-09-25 22:00:00,1460,699,9,1,22
None,287.9,0,0,90,2017-09-25 23:00:00,990,699,9,1,23
None,287.23,0,0,90,2017-09-26 00:00:00,553,700,9,2,0
None,287.15,0,0,90,2017-09-26 01:00:00,314,700,9,2,1
None,287.23,0,0,90,2017-09-26 02:00:00,229,700,9,2,2
None,287.48,0,0,90,2017-09-26 03:00:00,308,700,9,2,3
None,287.48,0,0,90,2017-09-26 04:00:00,894,700,9,2,4
None,287.23,0,0,90,2017-09-26 05:00:00,3073,700,9,2,5
None,287.31,0,0,90,2017-09-26 06:00:00,5591,700,9,2,6
None,287.38,0,0,90,2017-09-26 07:00:00,6025,700,9,2,7
None,287.07,0,0,90,2017-09-26 08:00:00,6261,700,9,2,8
None,287.15,0,0,90,2017-09-26 09:00:00,5783,700,9,2,9
None,287.61,0,0,90,2017-09-26 10:00:00,4506,700,9,2,10
None,288.29,0,0,90,2017-09-26 11:00:00,4716,700,9,2,11
None,288.55,0,0,90,2017-09-26 12:00:00,4827,700,9,2,12
None,289.15,0,0,90,2017-09-26 13:00:00,4879,700,9,2,13
None,289.55,0,0,90,2017-09-26 14:00:00,5095,700,9,2,14
None,289.88,0,0,90,2017-09-26 15:00:00,5811,700,9,2,15
None,290.48,0,0,90,2017-09-26 16:00:00,6894,700,9,2,16
None,290.41,0,0,90,2017-09-26 17:00:00,6255,700,9,2,17
None,290.08,0,0,90,2017-09-26 18:00:00,4745,700,9,2,18
None,289.55,0,0,90,2017-09-26 19:00:00,3438,700,9,2,19
None,288.75,0,0,90,2017-09-26 20:00:00,2814,700,9,2,20
None,288.15,0,0,75,2017-09-26 21:00:00,2397,700,9,2,21
None,287.5,0,0,90,2017-09-26 22:00:00,1618,700,9,2,22
None,286.44,0,0,1,2017-09-26 23:00:00,1040,700,9,2,23
None,285.49,0,0,1,2017-09-27 00:00:00,529,701,9,3,0
None,284.69,0,0,1,2017-09-27 01:00:00,379,701,9,3,1
None,284.22,0,0,40,2017-09-27 02:00:00,271,701,9,3,2
None,283.22,0,0,1,2017-09-27 03:00:00,374,701,9,3,3
None,283.02,0,0,40,2017-09-27 04:00:00,855,701,9,3,4
None,282.55,0,0,1,2017-09-27 05:00:00,3110,701,9,3,5
None,281.93,0,0,1,2017-09-27 06:00:00,6013,701,9,3,6
None,281.62,0,0,20,2017-09-27 07:00:00,6375,701,9,3,7
None,281.55,0,0,20,2017-09-27 08:00:00,5930,701,9,3,8
None,282.72,0,0,20,2017-09-27 09:00:00,5651,701,9,3,9
None,284.22,0,0,20,2017-09-27 10:00:00,4582,701,9,3,10
None,285.54,0,0,20,2017-09-27 11:00:00,4888,701,9,3,11
None,287.22,0,0,1,2017-09-27 12:00:00,4942,701,9,3,12
None,289.01,0,0,40,2017-09-27 13:00:00,4948,701,9,3,13
None,290.01,0,0,40,2017-09-27 14:00:00,5178,701,9,3,14
None,290.35,0,0,75,2017-09-27 15:00:00,5735,701,9,3,15
None,290.88,0,0,40,2017-09-27 16:00:00,6680,701,9,3,16
None,290.82,0,0,40,2017-09-27 17:00:00,6315,701,9,3,17
None,291.08,0,0,5,2017-09-27 18:00:00,4708,701,9,3,18
None,289.94,0,0,5,2017-09-27 19:00:00,3662,701,9,3,19
None,287.56,0,0,1,2017-09-27 20:00:00,3216,701,9,3,20
None,284.81,0,0,5,2017-09-27 21:00:00,2629,701,9,3,21
None,284,0,0,5,2017-09-27 22:00:00,2020,701,9,3,22
None,282.65,0,0,1,2017-09-28 00:00:00,605,702,9,4,0
None,282.94,0,0,1,2017-09-28 01:00:00,329,702,9,4,1
None,283.23,0,0,1,2017-09-28 02:00:00,270,702,9,4,2
None,282.95,0,0,1,2017-09-28 03:00:00,322,702,9,4,3
None,283.35,0,0,90,2017-09-28 04:00:00,871,702,9,4,4
None,283.95,0,0,90,2017-09-28 05:00:00,3098,702,9,4,5
None,284.43,0,0,40,2017-09-28 06:00:00,6062,702,9,4,6
None,284.51,0,0,40,2017-09-28 07:00:00,6434,702,9,4,7
None,284.43,0,0,75,2017-09-28 08:00:00,6284,702,9,4,8
None,285.68,0,0,75,2017-09-28 09:00:00,5359,702,9,4,9
None,287.78,0,0,75,2017-09-28 10:00:00,4611,702,9,4,10
None,289.34,0,0,75,2017-09-28 11:00:00,4821,702,9,4,11
None,290.86,0,0,75,2017-09-28 12:00:00,4954,702,9,4,12
None,292.68,0,0,75,2017-09-28 13:00:00,5022,702,9,4,13
None,294.21,0,0,40,2017-09-28 14:00:00,5235,702,9,4,14
None,295.21,0,0,75,2017-09-28 15:00:00,6113,702,9,4,15
None,295.48,0,0,75,2017-09-28 16:00:00,6781,702,9,4,16
None,295.37,0,0,75,2017-09-28 17:00:00,6240,702,9,4,17
None,294.35,0,0,75,2017-09-28 18:00:00,4857,702,9,4,18
None,292.89,0,0,75,2017-09-28 19:00:00,3812,702,9,4,19
None,291.3,0,0,75,2017-09-28 20:00:00,3280,702,9,4,20
None,289.62,0,0,20,2017-09-28 21:00:00,2850,702,9,4,21
None,288.75,0,0,40,2017-09-28 22:00:00,2031,702,9,4,22
None,287.62,0,0,1,2017-09-28 23:00:00,1494,702,9,4,23
None,286.22,0,0,1,2017-09-29 00:00:00,751,703,9,5,0
None,284.75,0,0,1,2017-09-29 01:00:00,432,703,9,5,1
None,284.42,0,0,1,2017-09-29 02:00:00,310,703,9,5,2
None,284.15,0,0,1,2017-09-29 03:00:00,348,703,9,5,3
None,283.62,0,0,1,2017-09-29 04:00:00,860,703,9,5,4
None,282.35,0,0,1,2017-09-29 05:00:00,2920,703,9,5,5
None,281.69,0,0,1,2017-09-29 06:00:00,5831,703,9,5,6
None,281.02,0,0,5,2017-09-29 07:00:00,6571,703,9,5,7
None,280.68,0,0,5,2017-09-29 08:00:00,6094,703,9,5,8
None,282.48,0,0,5,2017-09-29 09:00:00,5391,703,9,5,9
None,284.68,0,0,1,2017-09-29 10:00:00,4750,703,9,5,10
None,286.48,0,0,20,2017-09-29 11:00:00,5142,703,9,5,11
None,287.65,0,0,40,2017-09-29 12:00:00,5708,703,9,5,12
None,288.68,0,0,40,2017-09-29 13:00:00,5536,703,9,5,13
None,289.58,0,0,40,2017-09-29 14:00:00,5982,703,9,5,14
None,289.72,0,0,40,2017-09-29 15:00:00,6368,703,9,5,15
None,290.08,0,0,75,2017-09-29 16:00:00,6627,703,9,5,16
None,290.09,0,0,40,2017-09-29 17:00:00,5916,703,9,5,17
None,289.68,0,0,75,2017-09-29 18:00:00,5492,703,9,5,18
None,288.89,0,0,1,2017-09-29 19:00:00,4498,703,9,5,19
None,286.23,0,0,20,2017-09-29 20:00:00,3548,703,9,5,20
None,284.29,0,0,5,2017-09-29 21:00:00,3113,703,9,5,21
None,282.94,0,0,5,2017-09-29 22:00:00,2543,703,9,5,22
None,282,0,0,1,2017-09-29 23:00:00,1880,703,9,5,23
None,281.43,0,0,1,2017-09-30 00:00:00,1265,704,9,6,0
None,280.68,0,0,1,2017-09-30 01:00:00,744,704,9,6,1
None,280.36,0,0,1,2017-09-30 02:00:00,552,704,9,6,2
None,280.37,0,0,1,2017-09-30 03:00:00,401,704,9,6,3
None,280.16,0,0,1,2017-09-30 04:00:00,432,704,9,6,4
None,280.15,0,0,1,2017-09-30 05:00:00,798,704,9,6,5
None,279.86,0,0,1,2017-09-30 06:00:00,1544,704,9,6,6
None,279.43,0,0,1,2017-09-30 07:00:00,2279,704,9,6,7
None,279.55,0,0,5,2017-09-30 08:00:00,3684,704,9,6,8
None,282.15,0,0,1,2017-09-30 09:00:00,4841,704,9,6,9
None,285.08,0,0,1,2017-09-30 10:00:00,5326,704,9,6,10
None,287.79,0,0,1,2017-09-30 11:00:00,5370,704,9,6,11
None,290.21,0,0,1,2017-09-30 12:00:00,5243,704,9,6,12
None,291.55,0,0,40,2017-09-30 13:00:00,5409,704,9,6,13
None,292.08,0,0,1,2017-09-30 14:00:00,5291,704,9,6,14
None,292.58,0,0,1,2017-09-30 15:00:00,5225,704,9,6,15
None,292.82,0,0,75,2017-09-30 16:00:00,4975,704,9,6,16
None,292.49,0,0,75,2017-09-30 17:00:00,4925,704,9,6,17
None,292.02,0,0,20,2017-09-30 18:00:00,4477,704,9,6,18
None,290.88,0,0,75,2017-09-30 19:00:00,3898,704,9,6,19
None,290.22,0,0,1,2017-09-30 20:00:00,3260,704,9,6,20
None,289.86,0,0,75,2017-09-30 21:00:00,3706,704,9,6,21
None,289.22,0,0,40,2017-09-30 22:00:00,3326,704,9,6,22
None,289.15,0,0,75,2017-09-30 23:00:00,2517,704,9,6,23
None,288.93,0,0,75,2017-10-01 00:00:00,1447,705,10,0,0
None,288.55,0,0,75,2017-10-01 01:00:00,894,705,10,0,1
None,288.44,0,0,90,2017-10-01 02:00:00,617,705,10,0,2
None,288.29,0,0,40,2017-10-01 03:00:00,426,705,10,0,3
None,287.65,0,0,75,2017-10-01 04:00:00,356,705,10,0,4
None,286.36,0,0,90,2017-10-01 05:00:00,765,705,10,0,5
None,286.01,0,0,90,2017-10-01 06:00:00,1654,705,10,0,6
None,286.08,0,0,75,2017-10-01 07:00:00,1838,705,10,0,7
None,286.37,0,0,90,2017-10-01 08:00:00,2403,705,10,0,8
None,286.51,0,0,90,2017-10-01 09:00:00,4429,705,10,0,9
None,287.34,0,0,90,2017-10-01 10:00:00,5265,705,10,0,10
None,288.08,0,0,90,2017-10-01 11:00:00,4748,705,10,0,11
None,288.55,0,0,90,2017-10-01 12:00:00,4906,705,10,0,12
None,287.59,0,0,90,2017-10-01 13:00:00,5108,705,10,0,13
None,287.51,0,0,75,2017-10-01 14:00:00,4921,705,10,0,14
None,287.75,0,0,90,2017-10-01 15:00:00,4377,705,10,0,15
None,289.29,0,0,75,2017-10-01 16:00:00,4385,705,10,0,16
None,290.08,0,0,90,2017-10-01 17:00:00,4110,705,10,0,17
None,290.01,0,0,90,2017-10-01 18:00:00,3680,705,10,0,18
None,289.79,0,0,90,2017-10-01 19:00:00,3060,705,10,0,19
None,289.29,0,0,90,2017-10-01 20:00:00,2693,705,10,0,20
None,289.15,0,0,90,2017-10-01 21:00:00,2003,705,10,0,21
None,289.08,0,0,90,2017-10-01 22:00:00,1686,705,10,0,22
None,289.22,0,0,75,2017-10-01 23:00:00,1349,705,10,0,23
None,289.57,0,0,75,2017-10-02 00:00:00,581,706,10,1,0
None,289.37,0,0,40,2017-10-02 01:00:00,326,706,10,1,1
None,287.72,0,0,90,2017-10-02 02:00:00,241,706,10,1,2
None,286.08,0,0,90,2017-10-02 03:00:00,334,706,10,1,3
None,285.72,0,0,90,2017-10-02 04:00:00,803,706,10,1,4
None,285.84,0,0,90,2017-10-02 05:00:00,2894,706,10,1,5
None,285.93,0,0,40,2017-10-02 06:00:00,5683,706,10,1,6
None,285.99,0,0,90,2017-10-02 07:00:00,6577,706,10,1,7
None,286.21,0,0,75,2017-10-02 08:00:00,6054,706,10,1,8
None,286.75,0,0,75,2017-10-02 09:00:00,5018,706,10,1,9
None,287.86,0,0,90,2017-10-02 10:00:00,4342,706,10,1,10
None,289.93,0,0,90,2017-10-02 11:00:00,4519,706,10,1,11
None,290.57,0,0,90,2017-10-02 12:00:00,4683,706,10,1,12
None,291.48,0,0,90,2017-10-02 13:00:00,4670,706,10,1,13
None,292.93,0,0,90,2017-10-02 14:00:00,4994,706,10,1,14
None,292.82,0,0,75,2017-10-02 15:00:00,5737,706,10,1,15
None,292.51,0,0,90,2017-10-02 16:00:00,6667,706,10,1,16
None,291.88,0,0,90,2017-10-02 17:00:00,5599,706,10,1,17
None,291.41,0,0,90,2017-10-02 18:00:00,3897,706,10,1,18
None,290.92,0,0,90,2017-10-02 19:00:00,2631,706,10,1,19
None,291.07,0,0,90,2017-10-02 20:00:00,2208,706,10,1,20
None,291,0,0,90,2017-10-02 21:00:00,1958,706,10,1,21
None,290.53,0,0,90,2017-10-02 22:00:00,1356,706,10,1,22
None,290.79,0,0,90,2017-10-02 23:00:00,867,706,10,1,23
None,290.38,0,0,90,2017-10-03 00:00:00,501,707,10,2,0
None,290.53,0,0,90,2017-10-03 01:00:00,332,707,10,2,1
None,290.45,0,0,75,2017-10-03 02:00:00,212,707,10,2,2
None,290.84,0,0,75,2017-10-03 03:00:00,324,707,10,2,3
None,291.37,0,0,75,2017-10-03 04:00:00,895,707,10,2,4
None,292.57,0,0,90,2017-10-03 05:00:00,3013,707,10,2,5
None,291.51,0,0,90,2017-10-03 06:00:00,5614,707,10,2,6
None,290.53,0,0,90,2017-10-03 07:00:00,5455,707,10,2,7
None,289.84,0,0,90,2017-10-03 08:00:00,5764,707,10,2,8
None,289.99,0,0,90,2017-10-03 09:00:00,5443,707,10,2,9
None,290.61,0,0,90,2017-10-03 10:00:00,4472,707,10,2,10
None,291.53,0,0,75,2017-10-03 11:00:00,4696,707,10,2,11
None,292.53,0,0,90,2017-10-03 12:00:00,5026,707,10,2,12
None,293.82,0,0,75,2017-10-03 13:00:00,4939,707,10,2,13
None,292.65,0,0,90,2017-10-03 14:00:00,5270,707,10,2,14
None,291.09,0,0,90,2017-10-03 15:00:00,5828,707,10,2,15
None,290.07,0,0,90,2017-10-03 16:00:00,6706,707,10,2,16
None,290.08,0,0,40,2017-10-03 17:00:00,5953,707,10,2,17
None,290.51,0,0,40,2017-10-03 18:00:00,4652,707,10,2,18
None,289,0,0,20,2017-10-03 19:00:00,3457,707,10,2,19
None,287.37,0,0,5,2017-10-03 20:00:00,2836,707,10,2,20
None,286.01,0,0,1,2017-10-03 21:00:00,2419,707,10,2,21
None,284.88,0,0,1,2017-10-03 22:00:00,1768,707,10,2,22
None,284.36,0,0,1,2017-10-03 23:00:00,1084,707,10,2,23
None,283.43,0,0,1,2017-10-04 00:00:00,533,708,10,3,0
None,283.15,0,0,1,2017-10-04 01:00:00,328,708,10,3,1
None,282.22,0,0,1,2017-10-04 02:00:00,281,708,10,3,2
None,282.08,0,0,1,2017-10-04 03:00:00,360,708,10,3,3
None,281.76,0,0,1,2017-10-04 04:00:00,860,708,10,3,4
None,281.5,0,0,1,2017-10-04 05:00:00,3010,708,10,3,5
None,281.29,0,0,1,2017-10-04 06:00:00,5971,708,10,3,6
None,280.72,0,0,1,2017-10-04 07:00:00,6233,708,10,3,7
None,280.15,0,0,1,2017-10-04 08:00:00,5836,708,10,3,8
None,281.08,0,0,5,2017-10-04 09:00:00,5516,708,10,3,9
None,282.38,0,0,1,2017-10-04 10:00:00,4606,708,10,3,10
None,284.15,0,0,40,2017-10-04 11:00:00,4826,708,10,3,11
None,285.38,0,0,40,2017-10-04 12:00:00,5062,708,10,3,12
None,286.15,0,0,40,2017-10-04 13:00:00,4899,708,10,3,13
None,286.61,0,0,40,2017-10-04 14:00:00,5207,708,10,3,14
None,287.22,0,0,20,2017-10-04 15:00:00,5751,708,10,3,15
None,288.08,0,0,5,2017-10-04 16:00:00,6415,708,10,3,16
None,288.15,0,0,5,2017-10-04 17:00:00,6231,708,10,3,17
None,288.08,0,0,5,2017-10-04 18:00:00,4990,708,10,3,18
None,286.51,0,0,5,2017-10-04 19:00:00,3687,708,10,3,19
None,284.23,0,0,5,2017-10-04 20:00:00,2987,708,10,3,20
None,282.01,0,0,5,2017-10-04 21:00:00,2511,708,10,3,21
None,280.85,0,0,1,2017-10-04 22:00:00,1713,708,10,3,22
None,280.15,0,0,1,2017-10-04 23:00:00,1042,708,10,3,23
None,280.07,0,0,1,2017-10-05 00:00:00,529,709,10,4,0
None,279.84,0,0,75,2017-10-05 01:00:00,344,709,10,4,1
None,280.58,0,0,1,2017-10-05 02:00:00,250,709,10,4,2
None,280.8,0,0,75,2017-10-05 03:00:00,345,709,10,4,3
None,281.51,0,0,90,2017-10-05 04:00:00,885,709,10,4,4
None,282.51,0,0,90,2017-10-05 05:00:00,3040,709,10,4,5
None,282.79,0,0,75,2017-10-05 06:00:00,5850,709,10,4,6
None,283.15,0,0,90,2017-10-05 07:00:00,6490,709,10,4,7
None,283.46,0,0,90,2017-10-05 08:00:00,4907,709,10,4,8
None,284.29,0,0,90,2017-10-05 09:00:00,5389,709,10,4,9
None,285.57,0,0,90,2017-10-05 10:00:00,4613,709,10,4,10
None,286.6,0,0,90,2017-10-05 11:00:00,4786,709,10,4,11
None,287.99,0,0,90,2017-10-05 12:00:00,5100,709,10,4,12
None,288.76,0,0,90,2017-10-05 13:00:00,4991,709,10,4,13
None,289.83,0,0,90,2017-10-05 14:00:00,5369,709,10,4,14
None,290.15,0,0,90,2017-10-05 15:00:00,5968,709,10,4,15
None,289.68,0,0,90,2017-10-05 16:00:00,6783,709,10,4,16
None,289.36,0,0,75,2017-10-05 17:00:00,6122,709,10,4,17
None,288.65,0,0,90,2017-10-05 18:00:00,4731,709,10,4,18
None,287.68,0,0,90,2017-10-05 19:00:00,3724,709,10,4,19
None,287.15,0,0,90,2017-10-05 20:00:00,3228,709,10,4,20
None,286.58,0,0,90,2017-10-05 21:00:00,2700,709,10,4,21
None,286.36,0,0,90,2017-10-05 22:00:00,1924,709,10,4,22
None,285.99,0,0,90,2017-10-05 23:00:00,1326,709,10,4,23
None,285.62,0,0,90,2017-10-06 00:00:00,666,710,10,5,0
None,285.37,0,0,90,2017-10-06 01:00:00,374,710,10,5,1
None,284.29,0,0,1,2017-10-06 02:00:00,286,710,10,5,2
None,283.51,0,0,1,2017-10-06 03:00:00,353,710,10,5,3
None,282.82,0,0,1,2017-10-06 04:00:00,833,710,10,5,4
None,282.37,0,0,1,2017-10-06 05:00:00,2857,710,10,5,5
None,281.58,0,0,20,2017-10-06 06:00:00,5757,710,10,5,6
None,281.07,0,0,1,2017-10-06 07:00:00,6727,710,10,5,7
None,281.43,0,0,75,2017-10-06 08:00:00,5817,710,10,5,8
None,283.15,0,0,90,2017-10-06 09:00:00,5022,710,10,5,9
None,284.86,0,0,90,2017-10-06 10:00:00,4719,710,10,5,10
None,286.57,0,0,90,2017-10-06 11:00:00,5043,710,10,5,11
None,287.28,0,0,90,2017-10-06 12:00:00,5545,710,10,5,12
None,287.94,0,0,90,2017-10-06 13:00:00,5387,710,10,5,13
None,287.88,0,0,90,2017-10-06 14:00:00,5395,710,10,5,14
None,287.09,0,0,90,2017-10-06 15:00:00,5777,710,10,5,15
None,286.36,0,0,90,2017-10-06 16:00:00,6017,710,10,5,16
None,286.44,0,0,90,2017-10-06 17:00:00,5655,710,10,5,17
None,286.51,0,0,90,2017-10-06 18:00:00,4749,710,10,5,18
None,286.51,0,0,90,2017-10-06 19:00:00,4165,710,10,5,19
None,286.15,0,0,90,2017-10-06 20:00:00,3137,710,10,5,20
None,286.15,0,0,75,2017-10-06 21:00:00,2904,710,10,5,21
None,286.15,0,0,90,2017-10-06 22:00:00,2625,710,10,5,22
None,286.15,0,0,90,2017-10-06 23:00:00,2776,710,10,5,23
None,286.15,0,0,90,2017-10-07 00:00:00,1802,711,10,6,0
None,285.88,0,0,90,2017-10-07 01:00:00,805,711,10,6,1
None,285.84,0,0,90,2017-10-07 02:00:00,562,711,10,6,2
None,286.08,0,0,90,2017-10-07 03:00:00,374,711,10,6,3
None,285.72,0,0,90,2017-10-07 04:00:00,405,711,10,6,4
None,285.69,0,0,90,2017-10-07 05:00:00,762,711,10,6,5
None,285.43,0,0,90,2017-10-07 06:00:00,1356,711,10,6,6
None,285.44,0,0,90,2017-10-07 07:00:00,1989,711,10,6,7
None,285.15,0,0,90,2017-10-07 08:00:00,3039,711,10,6,8
None,285.36,0,0,90,2017-10-07 09:00:00,3654,711,10,6,9
None,285.55,0,0,90,2017-10-07 10:00:00,4062,711,10,6,10
None,285.94,0,0,90,2017-10-07 11:00:00,4585,711,10,6,11
None,286.62,0,0,90,2017-10-07 12:00:00,4823,711,10,6,12
None,287.35,0,0,90,2017-10-07 13:00:00,4882,711,10,6,13
None,289.02,0,0,90,2017-10-07 14:00:00,4809,711,10,6,14
None,289.95,0,0,75,2017-10-07 15:00:00,4727,711,10,6,15
None,290.95,0,0,1,2017-10-07 16:00:00,4508,711,10,6,16
None,291.95,0,0,1,2017-10-07 17:00:00,4864,711,10,6,17
None,292.08,0,0,1,2017-10-07 18:00:00,4926,711,10,6,18
None,290.62,0,0,5,2017-10-07 19:00:00,3993,711,10,6,19
None,287.89,0,0,5,2017-10-07 20:00:00,3210,711,10,6,20
None,287.15,0,0,5,2017-10-07 21:00:00,3141,711,10,6,21
None,286.94,0,0,1,2017-10-07 22:00:00,3002,711,10,6,22
None,287.15,0,0,1,2017-10-07 23:00:00,3527,711,10,6,23
None,286.41,0,0,1,2017-10-08 00:00:00,1687,712,10,0,0
None,286.15,0,0,1,2017-10-08 01:00:00,1035,712,10,0,1
None,285.48,0,0,1,2017-10-08 02:00:00,662,712,10,0,2
None,283.69,0,0,1,2017-10-08 03:00:00,435,712,10,0,3
None,284.97,0,0,1,2017-10-08 04:00:00,313,712,10,0,4
None,284.01,0,0,1,2017-10-08 05:00:00,491,712,10,0,5
None,283.81,0,0,40,2017-10-08 06:00:00,880,712,10,0,6
None,283.72,0,0,40,2017-10-08 07:00:00,1164,712,10,0,7
None,283.01,0,0,40,2017-10-08 08:00:00,1960,712,10,0,8
